2020-04-08,55190,0,0,54700,0,1890
2020-03-13,116374,20000,23190,265966,104818,15090
2020-03-20,60159,28669,8170,221731,121331,3000
2020-03-23,6020,0,0,68730,0,0
2020-04-09,101265,20000,12110,144865,0,17320
2020-04-10,85835,40100,10750,204465,57770,2310
2020-04-13,104401,22271,11100,134279,0,1950
2020-04-14,29138,0,20100,125552,0,3740
2020-04-15,46263,0,110,67947,0,2680
2020-04-16,63509,0,1420,84981,0,9780
2020-04-17,337408,60000,5460,90202,0,9780
2020-04-20,128630,0,310,123890,18810,3930
2020-04-21,22740,0,78640,413170,0,10730
2020-04-22,120252,67210,1650,184638,25720,810
2020-04-23,48799,0,2120,145631,35921,0
2020-04-24,91572,0,340,126778,0,2520
2020-04-27,62253,0,13780,81877,0,17880
2020-04-28,14255,0,0,42755,0,990
2020-04-29,17000,0,700,44170,0,2450
2020-05-04,48840,0,5220,34190,0,170
2020-05-05,267655,95000,500,24455,0,3560
