2020-04-08,118410,75240,6730,153500,90310,5240
2020-03-13,649736,493066,41280,690284,495354,92370
2020-03-20,206587,144927,8820,202433,119953,2570
2020-03-23,101670,68910,6620,211990,144350,10900
2020-04-09,369146,275290,20550,282054,186779,14500
2020-04-10,576929,362889,28140,446041,285416,59430
2020-04-13,296776,165341,12000,289374,190240,31410
2020-04-14,305202,174729,4450,283868,182531,10520
2020-04-15,723061,438611,50280,496209,365084,14750
2020-04-16,219910,99947,7230,186500,134417,18700
2020-04-17,255014,176581,4410,362026,280496,131290
2020-04-20,186270,93214,2670,198390,119810,17140
2020-04-21,446729,176919,28550,756061,569821,14760
2020-04-22,358123,70883,7910,394167,289327,8920
2020-04-23,361501,173255,4710,449989,383829,1030
2020-04-24,565490,425920,9580,348630,254710,8460
2020-04-27,213727,131765,13440,265043,162013,28840
2020-04-28,106170,25310,8010,124600,94220,25200
2020-04-29,97541,46000,3620,205129,184620,27860
2020-05-04,191180,80120,1140,153320,87170,4940
2020-05-05,51146,17000,6540,75164,48020,1620
