2020-03-20,486026,50000,126660,1103724,560465,17140
2020-03-13,888884,683520,2101090,5416566,3727666,30140
2020-03-20,486026,50000,126660,1103724,560465,17140
2020-03-23,234675,67965,224270,1899905,1072385,191630
2020-03-24,882818,512918,91050,1593282,998012,121450
2020-03-25,759452,342126,63800,1544478,1119998,22530
2020-03-26,341294,55750,28310,1636526,1283703,41810
2020-03-27,437103,217113,5150,2000027,1644897,204360
2020-03-30,467890,207920,114300,2516300,2058700,16260
2020-03-31,439442,62745,110150,2532548,1749678,186250
2020-04-01,1203994,586634,46270,674186,329766,22770
2020-04-02,939090,939090,0,939090,939090,0
2020-04-03,1592447,690994,400480,1098043,538376,130650
2020-04-06,2072066,1221120,54550,2071054,1292855,155320
2020-04-07,669189,139254,103780,1507081,959606,70580
2020-04-08,453079,123500,71920,600261,289051,66800
2020-04-09,1375323,787003,69130,1558297,1005337,65100
2020-04-10,567044,317290,154830,1045366,822456,7000
2020-04-13,302354,44430,34330,732996,554306,69660
2020-04-14,598416,261916,113490,895264,543974,21190
2020-04-15,1257321,629051,432210,954799,476609,126330
2020-04-16,734865,342525,221280,806025,473155,89500
2020-04-17,2632892,1468035,311880,1204938,598248,124230
2020-04-20,3519539,2201859,277650,1436921,359466,342760
2020-04-21,881385,285425,140650,2787615,1932365,149140
2020-04-22,1095248,501698,74290,977312,615672,26450
2020-04-23,705331,219026,37730,1637259,968304,44010
2020-04-24,447128,156899,120640,1028912,729871,32520
2020-04-27,2503530,1387800,216950,1499570,628110,232730
2020-04-28,1548900,821780,26830,402770,64000,35640
2020-04-29,441140,86900,62810,382730,30320,152710
2020-05-04,457415,200915,45000,521765,168555,52850
2020-05-05,360845,122850,610,600475,407520,5060
