2020-04-08,476400,173700,116400,481200,155100,140100
2020-03-13,821600,622600,140300,1919500,1516900,98100
2020-03-20,308450,121400,138100,627650,346200,84900
2020-03-23,172050,119200,28200,690150,511600,146600
2020-04-09,2378400,1739200,408200,600500,353200,300300
2020-04-10,3211750,2292300,418500,686050,471200,376900
2020-04-13,2552100,1718700,323200,409300,328600,591300
2020-04-14,1937400,990800,196800,2548900,1653500,609900
2020-04-15,1340900,588400,162000,1186100,627800,264800
2020-04-16,633150,303800,167500,1018550,582800,247400
2020-04-17,1126550,767300,342100,1226050,681400,572400
2020-04-20,1337050,777750,413200,2370650,1806650,301000
2020-04-21,955950,540000,856600,2482050,1632900,339400
2020-04-22,1487900,685300,614400,879800,501400,171300
2020-04-23,641529,341029,352900,723271,413171,274500
2020-04-24,288623,70400,113800,595077,390900,175900
2020-04-27,462400,260550,142100,852500,566050,192500
2020-04-28,150900,0,77300,446800,194200,109000
2020-04-29,106100,49900,26500,233900,95400,41500
2020-05-04,163500,54000,8100,226900,85600,92500
2020-05-05,291250,157300,19300,105350,0,34200
